ID,Title,Severity,Status,Source,Category,Received At
d32e6a66-bf76-4c9d-b823-38397af64949,"Wazuh Alert: Ransomware Behavior Detected - WannaCry Variant",critical,new,Wazuh Engine,,2026-03-07T00:05:33.467459+00:00
3e0ef5ed-5536-4fb7-a152-4d4d4696d077,"Wazuh Alert: Ransomware Behavior Detected - WannaCry Variant",critical,new,Wazuh Engine,,2026-03-07T00:03:39.967105+00:00
